arch,space,Nrooms,Nbot,Nmal,failProb,commFailProb,arrival,loadItem,moveItem,dropItem,comp,comm,recovery,simTime
CE,GUH73,73,20,0,0.0,10.0,120.0,1.0,5.0,1.0,2.0,0.5,1800.0,13.641026496887207
