activity_output_Next_Activity_Accuracy,activity_output_loss,loss,time_to_end_output_Remaining_Time_MAE,time_to_end_output_loss,time_to_next_output_Next_Activity_Time_MAE,time_to_next_output_loss,val_activity_output_Next_Activity_Accuracy,val_activity_output_loss,val_loss,val_time_to_end_output_Remaining_Time_MAE,val_time_to_end_output_loss,val_time_to_next_output_Next_Activity_Time_MAE,val_time_to_next_output_loss
0.7855744957923889,0.6724548935890198,348.0375671386719,179.9224853515625,180.14039611816406,167.442626953125,167.47024536132812,0.78755122423172,0.6553429365158081,336.0994873046875,170.72320556640625,170.73956298828125,164.7209930419922,164.73414611816406
0.7869723439216614,0.6682642698287964,347.1342468261719,179.7617645263672,179.71482849121094,166.70458984375,166.80674743652344,0.7894148230552673,0.6536766886711121,335.6772766113281,170.8373565673828,170.85731506347656,164.1862030029297,164.1973419189453
0.7873450517654419,0.6668131947517395,345.8074951171875,178.59063720703125,178.58334350585938,166.5509796142578,166.49609375,0.7901602387428284,0.6525221467018127,335.76629638671875,170.56089782714844,170.59329223632812,164.55274963378906,164.5682830810547
0.7867859601974487,0.6638529896736145,345.98095703125,180.47157287597656,180.4451904296875,164.8451385498047,164.8755645751953,0.7894148230552673,0.650421142578125,335.24737548828125,170.53997802734375,170.5523223876953,164.05690002441406,164.0662384033203
0.7893020510673523,0.6603928804397583,345.65411376953125,179.53640747070312,179.6761932373047,165.45852661132812,165.6223602294922,0.7897875308990479,0.6503204703330994,335.31793212890625,170.4635009765625,170.48013305664062,164.20404052734375,164.21624755859375
0.7879973649978638,0.6623290181159973,344.4097595214844,179.41656494140625,179.4100341796875,164.3306884765625,164.1817626953125,0.7909057140350342,0.6466906070709229,335.07818603515625,170.58653259277344,170.60768127441406,163.8449249267578,163.85740661621094
0.7883701324462891,0.6599529981613159,346.0663146972656,179.5653076171875,179.5811309814453,165.84165954589844,165.98550415039062,0.7897875308990479,0.6471158266067505,334.69854736328125,170.5590362548828,170.5829620361328,163.4923095703125,163.5037841796875
0.7867859601974487,0.6595463156700134,344.2565002441406,178.95628356933594,178.84283447265625,164.64048767089844,164.61721801757812,0.7897875308990479,0.6543043255805969,335.659423828125,170.51837158203125,170.5430908203125,164.48683166503906,164.50596618652344
0.7882769703865051,0.6598274111747742,343.6709289550781,177.63885498046875,177.49546813964844,165.37246704101562,165.463623046875,0.7912784218788147,0.6425706148147583,335.0498352050781,171.14540100097656,171.1756134033203,163.26182556152344,163.26974487304688
0.7885565161705017,0.656785786151886,343.32257080078125,177.56915283203125,177.625,165.09706115722656,165.00965881347656,0.7871785163879395,0.6530996561050415,335.3927307128906,170.08506774902344,170.10145568847656,164.6544189453125,164.6676483154297
0.7880905866622925,0.654887855052948,343.95416259765625,178.05661010742188,178.07098388671875,165.241943359375,165.1652374267578,0.7894148230552673,0.6424067616462708,334.5951232910156,170.346923828125,170.36990356445312,163.60572814941406,163.6149139404297
0.788929283618927,0.6522387266159058,342.8820495605469,177.9921417236328,178.26116943359375,164.23834228515625,164.5236053466797,0.7894148230552673,0.6439133882522583,334.4320373535156,170.08250427246094,170.1046142578125,163.7054901123047,163.7167510986328
0.7886496782302856,0.6512817144393921,342.36541748046875,177.23997497558594,177.2196807861328,164.47360229492188,164.3591766357422,0.7916511297225952,0.6420517563819885,333.7419738769531,169.94712829589844,169.96603393554688,163.15280151367188,163.15847778320312
0.7895815968513489,0.6535664796829224,343.11614990234375,178.07310485839844,177.9583282470703,164.3889617919922,164.15606689453125,0.7897875308990479,0.644743800163269,333.920654296875,170.05389404296875,170.07232666015625,163.22201538085938,163.22872924804688
0.7882769703865051,0.6507930159568787,342.087890625,176.81004333496094,176.8535614013672,164.62738037109375,164.75381469726562,0.7916511297225952,0.6395288109779358,333.8718566894531,170.1326446533203,170.1501922607422,163.09962463378906,163.10787963867188
0.7894883751869202,0.6477667689323425,341.1755065917969,176.4789581298828,176.58042907714844,164.0489044189453,164.1884002685547,0.7897875308990479,0.6409600377082825,333.7486877441406,170.03363037109375,170.05496215820312,163.0741424560547,163.08096313476562
0.7891156673431396,0.6483616828918457,342.6397705078125,177.5670928955078,177.49229431152344,164.42440795898438,164.3969268798828,0.7894148230552673,0.652222752571106,334.0973205566406,169.87355041503906,169.88587951660156,163.57156372070312,163.57859802246094
0.788929283618927,0.6528245806694031,342.6908874511719,178.03736877441406,177.8844451904297,164.00100708007812,163.8690643310547,0.7916511297225952,0.648834228515625,333.829833984375,170.25991821289062,170.26583862304688,162.921142578125,162.92662048339844
0.7903270721435547,0.6468482613563538,343.34356689453125,177.89830017089844,177.95770263671875,164.79881286621094,164.7626495361328,0.7912784218788147,0.6477961540222168,333.6313171386719,169.6436309814453,169.67086791992188,163.33995056152344,163.3505401611328
0.7899543642997742,0.6485758423805237,341.8771057128906,177.12631225585938,177.0225067138672,164.10218811035156,164.2091064453125,0.7905330061912537,0.6376378536224365,333.4404602050781,169.7562713623047,169.78221130371094,163.04647827148438,163.05197143554688
0.7877178192138672,0.6460936665534973,341.8823547363281,176.9939727783203,176.9665069580078,164.24244689941406,164.23170471191406,0.7905330061912537,0.6442716121673584,333.3459777832031,169.65963745117188,169.68875122070312,163.04196166992188,163.04490661621094
0.7897679805755615,0.646124005317688,340.9615478515625,176.1179656982422,176.1571502685547,164.19691467285156,164.01036071777344,0.7912784218788147,0.6434646248817444,333.11248779296875,169.51580810546875,169.53228759765625,162.95314025878906,162.95767211914062
0.7896747589111328,0.6462218165397644,345.4580078125,179.7824249267578,179.82955932617188,165.029052734375,165.2147979736328,0.7897875308990479,0.6498957276344299,334.1304016113281,169.72486877441406,169.75735473632812,163.7556610107422,163.764892578125
0.7892088294029236,0.6444087624549866,341.6032409667969,176.7021942138672,176.99807739257812,164.25701904296875,164.5847625732422,0.7909057140350342,0.6419879198074341,332.90576171875,169.451904296875,169.47396850585938,162.8118133544922,162.8170166015625
0.7885565161705017,0.6451742649078369,341.4150085449219,177.025146484375,177.13348388671875,163.74530029296875,163.9583740234375,0.7905330061912537,0.6440585851669312,333.5330810546875,169.69456481933594,169.72080993652344,163.1944580078125,163.20213317871094
0.7896747589111328,0.6478460431098938,339.8537292480469,175.59327697753906,175.6085205078125,163.61306762695312,163.44183349609375,0.7916511297225952,0.6455092430114746,333.2104797363281,169.41075134277344,169.43759155273438,163.15411376953125,163.16395568847656
0.7904202938079834,0.6458977460861206,341.0704650878906,176.86622619628906,177.07383728027344,163.55812072753906,163.84149169921875,0.7909057140350342,0.6434332132339478,333.05328369140625,169.5445098876953,169.56138610839844,162.8652801513672,162.8693389892578
0.7892088294029236,0.6437678933143616,342.0628662109375,177.99819946289062,177.8192596435547,163.4202880859375,163.45249938964844,0.7912784218788147,0.6460189819335938,332.8313293457031,169.29783630371094,169.3157501220703,162.887451171875,162.89285278320312
0.7894883751869202,0.6409603357315063,339.0870056152344,175.6336212158203,175.76834106445312,162.8127899169922,162.77862548828125,0.7897875308990479,0.6471296548843384,332.9170227050781,169.17874145507812,169.19876098632812,163.09109497070312,163.09713745117188
0.7894883751869202,0.6426818370819092,342.6178894042969,177.5338897705078,177.49818420410156,164.4412384033203,164.3888397216797,0.7920238375663757,0.642367959022522,332.28131103515625,169.18826293945312,169.2127685546875,162.45069885253906,162.4541778564453
0.7900475263595581,0.6395409107208252,341.28778076171875,177.1940155029297,177.12600708007812,163.45350646972656,163.36456298828125,0.7912784218788147,0.6415585279464722,332.4436950683594,169.15634155273438,169.1820068359375,162.64590454101562,162.65072631835938
0.7902339100837708,0.637075662612915,342.1286315917969,178.02023315429688,177.97459411621094,163.4703826904297,163.2826690673828,0.7912784218788147,0.6390427947044373,332.9974670410156,169.5933074951172,169.625,162.76502990722656,162.76817321777344
0.790140688419342,0.639154314994812,340.30145263671875,176.01473999023438,175.91799926757812,163.6478729248047,163.77432250976562,0.7916511297225952,0.642065167427063,332.2076110839844,169.15725708007812,169.1870880126953,162.40823364257812,162.4127655029297
0.790140688419342,0.634563148021698,340.5537109375,176.63827514648438,176.630126953125,163.2803192138672,163.19276428222656,0.7916511297225952,0.6314961314201355,332.23333740234375,169.17233276367188,169.19203186035156,162.42955017089844,162.4322509765625
0.788929283618927,0.6361019015312195,339.4088439941406,175.4969940185547,175.3607177734375,163.27572631835938,163.20172119140625,0.7920238375663757,0.6382128596305847,332.1152038574219,168.9961700439453,169.01959228515625,162.4808349609375,162.4840087890625
0.7890224456787109,0.6389128565788269,340.3044128417969,176.3359832763672,176.2169952392578,163.32933044433594,163.1862030029297,0.7912784218788147,0.635922908782959,332.3384704589844,169.01292419433594,169.03839111328125,162.68966674804688,162.6938018798828
0.7886496782302856,0.6346971988677979,339.86834716796875,176.2804718017578,176.40750122070312,162.9530029296875,162.89244079589844,0.7912784218788147,0.6398482322692871,332.3797607421875,169.0161590576172,169.04071044921875,162.72372436523438,162.72833251953125
0.7908862233161926,0.6382086277008057,340.6787414550781,176.9282684326172,176.88156127929688,163.1121826171875,163.04905700683594,0.7912784218788147,0.6320722103118896,332.4004211425781,169.06298828125,169.08724975585938,162.7053680419922,162.7092742919922
0.7886496782302856,0.6360713839530945,340.0666809082031,176.71864318847656,176.6992645263672,162.7117156982422,162.66307067871094,0.7916511297225952,0.631222665309906,332.1924743652344,169.02467346191406,169.05172729492188,162.53665161132812,162.5404052734375
0.7899543642997742,0.6321132183074951,340.98211669921875,177.09469604492188,177.29684448242188,163.2550506591797,163.13475036621094,0.7927693128585815,0.6495478749275208,332.8978271484375,169.34552001953125,169.3780059814453,162.90274047851562,162.90609741210938
